coords,points,values
"50.7933,-4.5565;50.7927783333,-4.56105;50.7919166667,-4.5662;50.7917933333,-4.56980166667;50.7921766667,-4.573395;50.7932166667,-4.57659166667;50.801785,-4.64777833333;50.8027816667,-4.67088333333;50.8042933333,-4.68705666667;50.8040716667,-4.69360666667;50.7898466667,-4.79228666667;50.78895,-4.80586166667;50.7869683333,-4.818945;50.7851716667,-4.83703166667;50.78162,-4.86017166667;50.7776,-4.884045;50.7716233333,-4.90909166667;50.7598566667,-4.98919166667;50.7592266667,-5.01517166667;50.7590816667,-5.01690833333;50.757235,-5.02913833333;50.7569133333,-5.03051833333;50.751215,-5.04789833333;50.75088,-5.04934666667;50.7443,-5.094765;50.74422,-5.10640833333;50.7336616667,-5.17817833333;50.73038,-5.189105;50.7277283333,-5.21115166667;50.7219483333,-5.247795;50.71935,-5.27335;50.7158416667,-5.29796333333;50.7130166667,-5.32634;50.7029666667,-5.38863666667;50.6997783333,-5.41001833333;50.694655,-5.43520666667;50.6843216667,-5.506405;50.684155,-5.50824;50.68403,-5.52321166667;50.6838833333,-5.52485;50.6795666667,-5.55394166667;50.6778616667,-5.568345;50.6775416667,-5.57002333333;50.672265,-5.58898333333;50.6693966667,-5.60973666667;50.6673516667,-5.64376;50.6647366667,-5.6617;50.6583183333,-5.68913666667;50.6574133333,-5.694525;50.6569933333,-5.69831;50.6543066667,-5.71657666667;50.6516616667,-5.72725333333;50.6483233333,-5.750005;50.647325,-5.7607;50.6476566667,-5.77706666667;50.647535,-5.77885333333;50.6457366667,-5.79243666667;50.6425583333,-5.81086666667;50.6409833333,-5.81829166667;50.6382683333,-5.83848166667;50.6328366667,-5.88532166667;50.632755,-5.88738666667;50.6332466667,-5.93001833333;50.62956,-5.96255333333;50.62916,-5.96482166667;50.62257,-5.99217166667;50.6014066667,-6.070025;50.576125,-6.17646166667;50.5755083333,-6.17852333333;50.57194,-6.188305;50.5661116667,-6.21007666667;50.55841,-6.23612333333;50.5533116667,-6.25888666667;50.5450166667,-6.29031666667;50.5446216667,-6.292415;50.5432416667,-6.30229666667;50.5414,-6.30978;50.5407583333,-6.311625;50.5380316667,-6.31748166667;50.5373466667,-6.31932666667;50.4984566667,-6.46752666667;50.4959916667,-6.48244166667;50.4743316667,-6.563825;50.4649816667,-6.59002333333;50.4646283333,-6.59135;50.4588766667,-6.62369833333;50.444975,-6.67575333333;50.439925,-6.69336166667;50.4346383333,-6.70957666667;50.4319233333,-6.71951666667;50.4314566667,-6.72167666667;50.3987933333,-6.84573833333;50.39365,-6.86275833333;50.389965,-6.878975;50.3711933333,-6.95036333333;50.369245,-6.9616;50.36386,-6.97785333333;50.3547016667,-7.00979166667;50.3498583333,-7.03128333333;50.348625,-7.04422666667;50.349435,-7.06963666667;50.3487166667,-7.07863;50.3472983333,-7.08680166667;50.2897216667,-7.29567166667;50.2798183333,-7.32945;50.2751666667,-7.34825333333;50.2683266667,-7.36860333333;50.2529033333,-7.42486166667;50.2474833333,-7.43972833333;50.2407933333,-7.45493666667;50.2401233333,-7.456205;50.2080333333,-7.50818166667;50.1992016667,-7.521025;50.1926433333,-7.53353333333;50.182035,-7.551155;50.17665,-7.56146333333;50.1696966667,-7.57137166667;50.106795,-7.675025;50.099785,-7.68453;50.0938433333,-7.696485;50.0768416667,-7.72435333333;50.070115,-7.73182333333;50.0637333333,-7.73744666667;50.0587216667,-7.74103666667;50.05491,-7.74306166667;50.05305,-7.74389;50.0414166667,-7.745425;50.0344783333,-7.74895333333;50.0333766667,-7.74980333333;50.0295283333,-7.753495;50.0285266667,-7.754195;49.8725116667,-7.83274333333;49.866745,-7.83541333333;49.8633466667,-7.83657166667;49.8592266667,-7.83717666667;49.8530183333,-7.837925;49.8492133333,-7.83963333333;49.846005,-7.84128166667;49.8250516667,-7.85375833333;49.804225,-7.86240666667;49.8026083333,-7.86277;49.76677,-7.86672666667;49.7620266667,-7.86663666667;49.7327366667,-7.86882833333;49.722135,-7.87008666667;49.6475133333,-7.88074333333;49.634355,-7.880325;49.619435,-7.88136666667;49.60947,-7.88217;49.6084733333,-7.88241;49.60182,-7.88474833333;49.392635,-7.90456833333;49.387505,-7.90595166667;49.3759616667,-7.90681333333;49.3705633333,-7.90678166667;49.329305,-7.91090333333;49.3281133333,-7.911165;49.3221466667,-7.913075;49.3139166667,-7.91382;49.3066166667,-7.913355;49.1684466667,-7.92698666667;49.1670566667,-7.92698666667;49.091715,-7.9212;49.0861366667,-7.92004666667;49.0800783333,-7.91847333333;49.072815,-7.91783333333;49.0637183333,-7.91753;49.0414283333,-7.91564333333;49.0333633333,-7.91443833333;49.0000583333,-7.91197333333;48.99647,-7.91228833333;48.9911983333,-7.91241666667;48.9785316667,-7.90874;48.97682,-7.90838833333;48.9199166667,-7.90445666667;48.825535,-7.89552;48.7992683333,-7.89320833333;48.7880066667,-7.890905;48.7786983333,-7.89029333333;48.7667066667,-7.890535;48.63754,-7.87846833333;48.63603,-7.87812833333;48.6199416667,-7.87149666667;48.6184466667,-7.87128666667;48.569225,-7.869735;48.5682716667,-7.86955666667;48.53129,-7.85459666667;48.5172783333,-7.84722666667;48.5024166667,-7.84286666667;48.4942916667,-7.84141333333;48.48192,-7.83711;48.4673166667,-7.82906333333;48.403065,-7.802645;48.3932383333,-7.799945;48.2866683333,-7.78463833333;48.2854966667,-7.78461333333;48.0508933333,-7.81063833333;48.0365166667,-7.81022;48.035295,-7.81046833333;48.027295,-7.813195;48.0262383333,-7.813415;47.9406883333,-7.82274666667;47.9314483333,-7.82211833333;47.930445,-7.82223166667;47.9228633333,-7.82447833333;47.9213483333,-7.82526333333;47.920115,-7.82626;47.913085,-7.833925;47.9122666667,-7.83509166667;47.9051033333,-7.848105;47.827265,-7.96077833333;47.8265066667,-7.962195;47.8067033333,-8.00626166667;47.8002416667,-8.02269333333;47.79934,-8.02466;47.7926433333,-8.03725166667;47.7594683333,-8.11088833333;47.7557033333,-8.12192333333;47.68889,-8.26431833333;47.6835433333,-8.27633;47.6795933333,-8.28594166667;47.676085,-8.29998166667;47.673095,-8.32235333333;47.6718766667,-8.327425;47.6656183333,-8.34974166667;47.660045,-8.36402833333;47.6591283333,-8.36556333333;47.6574866667,-8.36742;47.6478366667,-8.37738333333;47.630675,-8.395725;47.6253216667,-8.40108333333;47.5146216667,-8.50704;47.502845,-8.518055;47.477395,-8.53843;47.4097266667,-8.59065833333;47.39297,-8.60379333333;47.3649716667,-8.62480166667;47.3304916667,-8.64168333333;47.2671133333,-8.67082333333;47.2172316667,-8.686695;47.1922466667,-8.69373;47.0554383333,-8.73353833333;46.92994,-8.77029166667;46.7979566667,-8.80896;46.6206966667,-8.86046833333;46.6015316667,-8.86743333333;46.5828916667,-8.8765;46.5619316667,-8.89237833333;46.5398516667,-8.91346666667;46.5182683333,-8.93795333333;46.4610416667,-9.000675;46.432315,-9.02598166667;46.4149333333,-9.03445833333;46.3883833333,-9.04545833333;46.3393433333,-9.05525166667;46.2323933333,-9.07941333333;46.0172766667,-9.133515;44.8653404027,-10.3185373387;42.3073285296,-14.2273160988",8,value
"-33.70816,18.443135;-34.0292415372,17.1666110223;-34.0670651134,15.8697322179;-33.8117995399,14.8239103798;-33.1657620059,13.7145251957;-31.6897768641,12.0401924565;-30.4844150872,10.9761016926;-29.0346592026,10.0576266702;-26.8484464499,9.03511353479;-21.8539219783,7.23546325815;-16.755968072,5.9701121255;-9.35561285656,4.99255529328;-6.88754276417,4.84662438042;-2.68059722362,4.86892323561;-1.06454663726,4.52550983693;0.00177108548122,3.83938013975;0.869221099056,2.48828393778;1.10393373011,1.72054024689;0.871407690756,0.385235660267;0.741586352178,-3.64162097899;-0.456912769752,-13.2018038683;-0.458675956029,-14.6677156103;-0.223278959042,-16.0923685625;0.204530560948,-17.2176159004;0.889441746996,-18.3444436367;2.94292107347,-20.8573917179;5.3058831811,-22.9766401961;7.98410496286,-24.6853143907;11.1456287968,-26.0412594422;14.4862079558,-26.8279320172;17.8450387042,-27.1336317368;19.6518846354,-27.0100797671;20.9311990614,-26.7414326283;22.1387609599,-26.2396001542;23.2122339763,-25.4943852529;24.2878105408,-24.4333935994;25.2389747632,-23.2039038542;26.8625491999,-20.2740347176;27.3906547319,-18.8820431431;27.6534149476,-17.2503869705;28.019247076,-16.5327728436;28.2422889468,-16.1052271426;30.0354887193,-15.9911095698;31.3885422963,-16.3531111662;32.6365383772,-16.9114036915",5,value
"-23.6822802102,11.4607409456;-27.9785057354,12.8051380488;-31.7570707806,14.5275239377;-32.4647004165,15.508545267;-33.253803064,16.3853259865;-33.4226664902,17.5508106088;-33.3399633333,18.161",1,value
"-22.674,14.5236666667;-23.1817042672,12.9417946405;-23.6822802102,11.4607409456",6,value
"-8.77595,13.36843333;-8.70810967068,13.3068704247;-8.63767762491,13.0042029847;-8.51397376388,12.2790696171;-8.38245665596,10.9492855259;-8.25093954805,10.4670561303",3,value
"-8.25093954805,10.4670561303;-9.12772026748,9.99943974656;-14.0669183203,9.63411444679;-18.1877877017,9.38569324295;-20.3153370707,9.79830330577;-20.6135476921,10.1894089024;-23.6822802102,11.4607409456",6,value
"-6.31316630524,9.92308651748;-8.25093954805,10.4670561303",3,value
"-6.31316630524,9.92308651748;-5.66535804641,11.1661566046;-5.87356088442,11.8157494592;-5.9737838371,12.4023481421",1,value
"-6.31316630524,9.92308651748;-4.54641650841,8.89436620929;-2.30972316293,7.70463570638;-0.0185005027362,7.01598003361;0.292382603617,6.76339478812;0.226583980864,6.9326988984;0.507360379552,7.89638060576;0.666784266943,8.01297419505",5,value
"0.666784266943,8.01297419505;0.426916667,9.42075",5,value
"1.73920734227,8.12409502402;0.666784266943,8.01297419505",5,value
"1.80096765129,9.80864027665;1.93265752204,9.56858648529;1.73920734227,8.12409502402",2,value
"2.09029681368,7.61445413426;2.02093552536,7.98132736367;1.73920734227,8.12409502402",2,value
"2.98184524235,9.9280114201;2.82495539923,8.0427571153;2.55726603608,7.7364015108;2.09029681368,7.61445413426",6,value
"3.83051562029,0.377656609564;4.45393440382,2.27456292341",1,value
"4.34209973655,2.99553960818;4.06320311205,3.49786762112;3.12093655375,4.51865639262;2.32143765579,5.78215018672;2.08566333333,6.74949166667;2.09029681368,7.61445413426",6,value
"4.45393440382,2.27456292341;4.34209973655,2.99553960818",8,value
"5.04879965528,-11.8261229971;3.93521190455,-10.9124099709;3.10715947452,-9.62750102775;3.08336486446,-8.32641174976;3.27848066694,-7.24613645312;3.41420821811,-5.85191801027;3.64491766184,-5.56147806099;4.17791692715,-3.84112775377;5.244605,-3.935106667;4.00659573473,-3.51276213497;3.52118568954,-2.87982550742;3.18806114872,-2.03749631135;3.47835539143,-0.255280017987;3.83051562029,0.377656609564",4,value
"5.541716667,-0.204416667;4.4872468579,0.077844522829;3.83051562029,0.377656609564",4,value
"6.30219347321,-10.8054543606;5.04879965528,-11.8261229971",1,value
"6.34855,2.388533333;4.45393440382,2.27456292341",1,value
"6.41710875466,3.58409016296;5.91968238341,3.60706108668;5.64366490674,3.46429342633;4.98812339963,3.45061152554;4.7115110577,3.11332292797;4.34209973655,2.99553960818",8,value
"6.87146678575,-14.7176440114;5.04879965528,-11.8261229971",1,value
"7.32967027914,-15.4673027166;6.87146678575,-14.7176440114",4,value
"8.49021112588,-13.2820018136;8.37528614143,-13.718270389;6.87146678575,-14.7176440114",4,value
"9.550083196,-13.6517919358;9.30803485572,-14.1927349135;7.32967027914,-15.4673027166",6,value
"13.5514557339,-16.5549949164;13.5744084392,-18.4077121393",3,value
"13.5744084392,-18.4077121393;11.2758491075,-18.4862343525;10.1194310587,-18.3648818412;9.81248058895,-18.4077121393;8.99870492496,-18.1007616695;8.74172313633,-17.6082132413;8.01360806854,-16.9719453683;7.33308222088,-15.4728849347;7.32967027914,-15.4673027166",6,value
"18.0706175471,-16.0360217264;18.2786028477,-18.1650071167",7,value
"18.2786028477,-18.1650071167;16.0014586651,-18.1007616695;14.723688105,-17.879471796;14.67261333,-17.448545;14.2311396768,-18.300636394;13.5744084392,-18.4077121393",3,value
"27.1711245187,-15.9433836909;26.0641992588,-16.7777813503;22.8328912129,-18.1935606487;21.8906246545,-18.2435293299;20.6913763076,-18.6218636298;18.2786028477,-18.1650071167",7,value
"28.019247076,-16.5327728436;27.6850880959,-16.3336152958;27.1711245187,-15.9433836909",point,value
"35.466667,-6.033333;35.3993006768,-7.80943418856;35.7847733598,-10.5648500333;35.7981206556,-12.3030932865",5,value
"35.7981206556,-12.3030932865;35.7847733598,-12.3066154896;35.1851491863,-12.2352316594;34.0858382016,-12.1067407651;33.2577857716,-12.4493831499;32.6867151302,-12.1210175311;31.6825825857,-12.4179742647;28.5797654341,-15.0772598848;28.2276052053,-15.0534652747;27.5946685777,-15.177197247;27.3709992432,-15.3913487375;27.309133257,-15.6530894482;27.1711245187,-15.9433836909",point,value
"38.7114703969,-9.47869605348;38.3674403355,-10.5517629978",8,value
"38.6434578122,-10.8420572405;38.3674403355,-10.5517629978;38.0010033406,-11.7652881108;36.8127005143,-12.0353569349;35.7981206556,-12.3030932865",5,value
"47.8395,-4.34436666667;47.4664992218,-6.12977266455;46.5480272736,-7.42181999071;46.2244205768,-7.76922129757;45.5438947291,-8.93515719042;45.3725735367,-9.30159418532;44.1257359696,-10.8087447864;43.3500316817,-11.1989763914;42.7932378064,-10.9515124468;41.4654985651,-11.1180747172;41.0800258822,-10.7897090984;40.8420797816,-10.7468788003;40.5613033829,-10.6041111399;38.957546665,-10.8991643046;38.6434578122,-10.8420572405",5,value
"5.541716667,-0.204416667;3.32797044584,-1.09489786768",8,value
"6.422366667,3.428333333;3.33860551008,2.76392668454;3.33093661496,-4.77430643792;5.244605,-3.935106667",7,value
"28.379017,-16.858349;29.3306347418,-15.3924225673",3,value
"33.6203552649,-7.61997553337;34.0258239579,-12.9403235766",6,value
"34.0258239579,-12.9403235766;28.0009664883,-16.0868521275;26.7381053138,-16.7463911724;24.3909972692,-17.9570047955;22.7628125939,-18.472009075;20.9435989081,-18.4916424813;18.1648506247,-18.2102509477;14.67261333,-17.448545;11.1438802281,-17.9035467452;9.54105853448,-17.7268567731;8.33428758417,-17.4058838554;6.91066904173,-16.5620655445;5.26814398353,-14.9662728077;4.13214422655,-13.3192889349;3.33093661496,-11.4354339636;3.33093661496,-4.77430643792",2,value
"38.60635,-9.21148333333;38.4255345104,-11.0809536947;34.5695549059,-12.656355871;34.0258239579,-12.9403235766",6,value
"55.64,4.882617;55.804,4.56425;55.9429671326,4.37546239889",point,value
"55.9429671326,4.37546239889;56.078,4.228412",2,value
"55.9429671326,4.37546239889;57.0265631576,5.23039308492",2,value
"56.249924272,6.19061489428;54.91,8.3075",5,value
"57.0265631576,5.23039308492;56.2700495781,6.18055224123;55.7680666667,8.18181666667",7,value
"62.306166794,-7.19471217951;64.2745040896,-10.8261240696",6,value
"63.4126249682,-20.2257391298;61.4798916145,-18.994022573;62.4594092536,-17.0592616056;63.2516838791,-15.053024866;64.2745040896,-10.8261240696",6,value
"64.2745040896,-10.8261240696;64.920252081,-8.83268798492;65.1359676003,-6.93931960057;64.9029888158,-4.92772654824;64.236214283,-2.82717039861;63.1606011824,-0.752633503926;61.7900463015,1.05224682766;60.1781578947,2.50217700344;58.2406122874,3.70558252237;57.0265631576,5.23039308492",2,value
"40.0911799515,-74.0051288771;40.0610163817,-69.2204376668;40.2848740452,-64.4647459229;40.7648849021,-59.7241127209;41.4668061762,-55.4166487072;43.1738171332,-47.4621974078;47.6035947609,-33.4991682735;48.4533408878,-30.1018272528;48.9756716766,-27.021099202;45.32375,-20.0328333333;45.327,-20.0047666667;45.3298666667,-19.9692166667;45.3517,-19.57125;45.3789666667,-19.06926;45.4058166667,-18.5734666667;45.4073666667,-18.5452;45.4097166667,-18.4795;45.41,-18.4274;45.4007166667,-18.1320166667;45.3994166667,-18.0711333333;45.39975,-18.0318333333;45.40105,-17.98945;45.4241666667,-17.5701333333;45.4273,-17.4925333333;45.4274166667,-17.4609666667;45.4268666667,-17.4320666667;45.4228333333,-17.3483666667;45.42055,-17.2929;45.42065,-17.2546166667;45.4226666667,-17.2175833333;45.4273,-17.1752;45.4426333333,-17.07315;45.4824,-16.8086;45.5179833333,-16.5718833333;45.541,-16.4183666667;45.5516,-16.3550833333;45.5562666667,-16.3327;45.5612666667,-16.3110833333;45.56555,-16.2946166667;45.5712166667,-16.2753166667;45.5825333333,-16.2416166667;45.6126333333,-16.1574833333;45.6220166667,-16.1280166667;45.6292,-16.10305;45.6340166667,-16.08295;45.6396666667,-16.0538666667;45.6446166667,-16.0236333333;45.6490333333,-15.9906333333;45.6529166667,-15.9591666667;45.6567833333,-15.9171166667;45.6744333333,-15.6231833333;45.6803833333,-15.5624166667;45.6857333333,-15.5292666667;45.69715,-15.4876833333;45.7131666667,-15.4436;45.7301833333,-15.4047;45.7472166667,-15.37415;45.7659333333,-15.3478166667;45.7879833333,-15.32365;45.8200166667,-15.29225;45.83135,-15.2811333333;45.8632833333,-15.24775;45.8890166667,-15.2167333333;45.9061833333,-15.19145;45.9194833333,-15.1646666667;45.9302666667,-15.1349166667;45.9415,-15.09845;45.9599666667,-15.0240666667;46.0323833333,-14.6871333333;46.0734666667,-14.4956;46.08535,-14.4368333333;46.09325,-14.3949166667;46.0991166667,-14.3597666667;46.1056,-14.3178833333;46.1089166667,-14.2938;46.1215333333,-14.21165;46.1233,-14.2009333333;46.14065,-14.11035;46.2212833333,-13.71265;46.3198,-13.2262333333;46.41935,-12.73315;46.42485,-12.7063166667;46.5113666667,-12.2388166667;46.6190166667,-11.6559833333;46.7105,-11.1595333333;46.7108666667,-11.1575166667;46.7355833333,-11.0233166667;46.7598666667,-10.8937833333;46.7733833333,-10.8307333333;46.78795,-10.77565;46.8048,-10.7278833333;46.8311333333,-10.66395;46.8335666667,-10.6579;46.8495666667,-10.6226;46.86515,-10.5919;46.8801833333,-10.5676666667;46.8947666667,-10.54835;46.8996666667,-10.54185;46.9613,-10.4688166667;47.086645,-10.3200166667;47.2996333333,-10.0660166667;47.3663,-9.98631666667;47.408,-9.9368;47.5046666667,-9.82421666667;47.5237,-9.79966666667;47.5278,-9.79436666667;47.5377833333,-9.77946666667;47.5462,-9.7652;47.5541,-9.75;47.5618833333,-9.73266666667;47.5712,-9.70541666667;47.5778833333,-9.68108333333;47.5835,-9.65376666667;47.5856833333,-9.64151666667;47.58865,-9.6249;47.5916666667,-9.60575;47.6038833333,-9.54078333333;47.6142166667,-9.50273333333;47.6224833333,-9.47793333333;47.6307666667,-9.45535;47.6772833333,-9.33393333333;47.6913666667,-9.29416666667;47.70295,-9.25678333333;47.7174,-9.20573333333;47.7238666667,-9.18576666667;47.73095,-9.16565;47.7397666667,-9.14253333333;47.7672333333,-9.07241666667;47.77785,-9.04701666667;47.7864833333,-9.02821666667;47.7956333333,-9.0111;47.8015166667,-9.00118333333;47.8151666667,-8.97908333333;47.8553833333,-8.91578333333;47.8626166667,-8.90373333333;47.8691166667,-8.89136666667;47.9132,-8.79798333333;47.9191833333,-8.78601666667;47.9234166667,-8.77833333333;47.9265666667,-8.77311666667;47.9303333333,-8.76781666667;47.9547166667,-8.7378;47.95795,-8.73453333333;47.9621666667,-8.7316;47.96405,-8.72983333333;47.9805166667,-8.7016;47.9823666667,-8.69876666667;47.9899,-8.6891;47.9961,-8.67988333333;47.9979166667,-8.67598333333;48.004,-8.66285;48.0048333333,-8.66121666667;48.0102166667,-8.65783333333;48.0109333333,-8.65705;48.0137166667,-8.65206666667;48.01645,-8.64658333333;48.0184833333,-8.64123333333;48.0197166667,-8.6387;48.0221166667,-8.6348;48.0280333333,-8.62743333333;48.0332166667,-8.61978333333;48.0374666667,-8.61501666667;48.0494833333,-8.6069;48.0697833333,-8.59918333333;48.09045,-8.59913333333;48.0943333333,-8.60053333333;48.0970833333,-8.60263333333;48.0986333333,-8.60541666667;48.1028833333,-8.61486666667;48.1066333333,-8.6204;48.1210833333,-8.63316666667;48.1233,-8.6345;48.1240166667,-8.63461666667;48.1270166667,-8.63281666667;48.1308833333,-8.63331666667;48.1328833333,-8.63536666667;48.1342,-8.6398;48.13585,-8.64355;48.138,-8.64588333333;48.1416,-8.64728333333;48.1437166667,-8.6472;48.14555,-8.64663333333;48.152,-8.64006666667;48.1593833333,-8.6337;48.1600666667,-8.63293333333;48.1715166667,-8.6151;48.1770666667,-8.60116666667;48.1884333333,-8.56051666667;48.1893833333,-8.55811666667;48.1966833333,-8.54433333333;48.2111833333,-8.52743333333;48.25705,-8.45548333333;48.2690166667,-8.43183333333;48.3332166667,-8.33003333333;48.3696833333,-8.27933333333;48.3824666667,-8.26143333333;48.43925,-8.17163333333;48.4403,-8.16955;48.4536666667,-8.13951666667;48.4764833333,-8.10275;48.4956166667,-8.07573333333;48.5432666667,-7.99986666667;48.55045,-7.98325;48.5601833333,-7.97273333333;48.6217666667,-7.88145;48.6249333333,-7.8765;48.6585166667,-7.8177;48.6599166667,-7.81566666667;48.6739,-7.79875;48.6755833333,-7.79636666667;48.6939833333,-7.76121666667;48.70585,-7.74226666667;48.7689833333,-7.64888333333;48.7865666667,-7.6211;48.8052,-7.58666666667;48.8239,-7.55208333333;48.8251833333,-7.55015;48.8464333333,-7.52248333333;48.8732666667,-7.48191666667;48.8876666667,-7.46;48.8962333333,-7.4469;48.9172833333,-7.40898333333;49.0386333333,-7.21423333333;49.0398666667,-7.21145;49.0531333333,-7.16748333333;49.0583333333,-7.08708333333;49.0619166667,-7.03183333333;49.0677166667,-6.93956666667;49.06675,-6.89185;49.0668166667,-6.88908333333;49.0794833333,-6.69153333333;49.0822833333,-6.66671666667;49.0822666667,-6.64861666667;49.0870333333,-6.5374;49.0870666667,-6.47895;49.08715,-6.4074;49.08475,-6.38765;49.0801,-6.2994;49.0799666667,-6.18133333333;49.0800333333,-6.0647;49.0809666667,-6.04803333333;49.0805833333,-6.0352;49.0801,-6.01253333333;49.0806333333,-6.00505;49.0810833333,-5.99861666667;49.0843833333,-5.96108333333;49.0824,-5.9297;49.0824,-5.92726666667;49.08295,-5.9131;49.0842833333,-5.88331666667;49.0855833333,-5.85261666667;49.0817,-5.76655;49.0851833333,-5.71946666667;49.0825,-5.68156666667;49.0832666667,-5.67038333333;49.0854833333,-5.64086666667;49.08325,-5.60088333333;49.0793333333,-5.56116666667;49.0792333333,-5.49666666667;49.0833333333,-5.47083333333;49.0833333333,-5.3931;49.0833333333,-5.36181666667;49.0867,-5.17291666667;49.08165,-5.0845;49.0816,-5.07128333333;49.08075,-5.06155;49.07785,-5.05178333333;49.0741,-5.04413333333;49.05725,-4.99301666667;49.05,-4.98025;49.0165333333,-4.94471666667;49.0,-4.93318333333;48.9951,-4.92976666667;48.9850333333,-4.92273333333;48.9759333333,-4.91031666667;48.96835,-4.89113333333;48.96365,-4.86038333333;48.9616833333,-4.79803333333;48.9608666667,-4.77;48.9615333333,-4.76065;48.9653,-4.74538333333;48.96595,-4.73733333333;48.9616666667,-4.68333333333;48.95645,-4.2446;48.9549833333,-4.1256;48.9610666667,-4.02631666667;48.961,-4.01686666667;48.9588333333,-4.00563333333;48.9589833333,-3.9901;48.95715,-3.97271666667;48.9568,-3.97075;48.9545833333,-3.96138333333;48.9536833333,-3.95403333333;48.95155,-3.9473;48.9475,-3.94043333333;48.9436,-3.93621666667;48.9419666667,-3.9348;48.9107833333,-3.91663333333;48.9,-3.90816666667;48.8636666667,-3.88753333333;48.8632,-3.88703333333;48.8575333333,-3.87958333333;48.8544166667,-3.87093333333;48.8537,-3.86158333333;48.8539666667,-3.83353333333;48.8534833333,-3.80148333333;48.8526,-3.78306666667;48.85165,-3.76518333333;48.8481166667,-3.75195;48.8475666667,-3.7506;48.8422166667,-3.74295;48.8412666667,-3.742;48.8166666667,-3.72373333333;48.7833333333,-3.71333333333;48.7590166667,-3.69428333333;48.7575333333,-3.69211666667;48.7567,-3.6906;48.7563166667,-3.69036666667;48.7544833333,-3.69065;48.7512166667,-3.689;48.7500833333,-3.68771666667;48.7466833333,-3.67616666667;48.7445333333,-3.66666666667;48.74625,-3.63333333333;48.7429166667,-3.62291666667;48.7409166667,-3.58233333333;48.7454833333,-3.55136666667;48.7463,-3.54723333333",3,value
